Protein A;Gene A;Protein B;Gene B;Score;PMID
Q6MGB8;RT1-A2;P19357;SLC2A4;0.126;16396496 
Q6P6R2;DLD;P19357;SLC2A4;0.126;16396496 
Q6P4Z9;COPS8;P19357;SLC2A4;0.126;16396496 
Q6P2A5;AK3;P19357;SLC2A4;0.126;16396496 
Q6P0K8;JUP;P19357;SLC2A4;0.126;16396496 
Q6P685;EIF2S2;P19357;SLC2A4;0.126;16396496 
Q6QI88;TMED5;P19357;SLC2A4;0.126;16396496 
Q6P503;ATP6V1D;P19357;SLC2A4;0.126;16396496 
Q6P502;CCT3;P19357;SLC2A4;0.126;16396496 
Q6P777;MVB12A;P19357;SLC2A4;0.126;16396496 
Q6P6V8;MYBPH;P19357;SLC2A4;0.126;16396496 
Q6P9U0;SERPINB6;P19357;SLC2A4;0.126;16396496 
Q6P762;MAN2B1;P19357;SLC2A4;0.126;16396496 
Q6P6W6;NDUFA10;P19357;SLC2A4;0.126;16396496 
Q6P9T8;TUBB4B;P19357;SLC2A4;0.126;16396496 
Q6P799;SARS;P19357;SLC2A4;0.126;16396496 
Q6P792;FHL1;P19357;SLC2A4;0.126;16396496 
Q6P791;LAMTOR1;P19357;SLC2A4;0.126;16396496 
Q6P7S1;ASAH1;P19357;SLC2A4;0.126;16396496 
Q6P7A9;GAA;P19357;SLC2A4;0.126;16396496 
Q6QI86;HDHD2;P19357;SLC2A4;0.126;16396496 
Q6PDV8;LOC100363800;P19357;SLC2A4;0.126;16396496 
Q6PCT9;PSMD6;P19357;SLC2A4;0.126;16396496 
Q6P9V9;TUBA1B;P19357;SLC2A4;0.126;16396496 
Q6P9U9;IMPDH2;P19357;SLC2A4;0.126;16396496 
Q6PDV7;RPL10;P19357;SLC2A4;0.126;16396496 
Q6PDV1;LYZ2;P19357;SLC2A4;0.126;16396496 
Q6PCU2;ATP6V1E1;P19357;SLC2A4;0.126;16396496 
Q6QI16;RGD1304704;P19357;SLC2A4;0.126;16396496 
Q6Q7Y5;GNA13;P19357;SLC2A4;0.126;16396496 
Q6Q0N3;NT5DC2;P19357;SLC2A4;0.126;16396496 
Q6PEC4;SKP1;P19357;SLC2A4;0.126;16396496 
Q6PEC5;Q6PEC5;P19357;SLC2A4;0.126;16396496 
Q6QDP7;CREB3L2;Q63429;UBC;0.21;22705851 
Q6RUV5;RAC1;P19357;SLC2A4;0.126;16396496 
Q7TP13;GPT2;P19357;SLC2A4;0.126;16396496 
Q71TY3;RPS27;P19357;SLC2A4;0.126;16396496 
Q6W3E9;P4HA3;P19357;SLC2A4;0.126;16396496 
Q6QI68;PSENEN;B5DEH2;ERLIN2;0.21;22771797 
Q6QI89;MORF4L2;P21708;MAPK3;0.126;19935650 
Q6TUG0;DNAJB11;P19357;SLC2A4;0.126;16396496 
Q75NI5;CDH15;P19357;SLC2A4;0.126;16396496 
Q71SY3;TSN;P19357;SLC2A4;0.126;16396496 
Q71DI1;Q71DI1;P19357;SLC2A4;0.126;16396496 
Q794F9;SLC3A2;P19357;SLC2A4;0.126;16396496 
Q924W3;ITGA6;P19357;SLC2A4;0.126;16396496 
Q8R3Z7;EHD4;P19357;SLC2A4;0.126;16396496 
Q794E4;HNRNPF;P19357;SLC2A4;0.126;16396496 
Q7TP11;PGD;P19357;SLC2A4;0.126;16396496 
Q792I0;LIN7C;P19357;SLC2A4;0.126;16396496 
Q7M0E3;DSTN;P19357;SLC2A4;0.126;16396496 
Q7TMC7;TF;P19357;SLC2A4;0.126;16396496 
Q7TP08;AMACR;P19357;SLC2A4;0.126;16396496 
Q8K3W5;MTMR9;P19357;SLC2A4;0.126;16396496 
Q7TP59;RGD1309079;P19357;SLC2A4;0.126;16396496 
Q7TP54;FAM65B;P19357;SLC2A4;0.126;16396496 
Q7TP24;SRPRB;P19357;SLC2A4;0.126;16396496 
Q7TP47;SYNCRIP;P19357;SLC2A4;0.126;16396496 
Q7TP34;MRFAP1;P19357;SLC2A4;0.126;16396496 
Q8CGU6;NCSTN;P19357;SLC2A4;0.126;16396496 
Q7TPB1;CCT4;P19357;SLC2A4;0.126;16396496 
Q7TP77;MRPL49;P19357;SLC2A4;0.126;16396496 
Q7TP72;BUB3;P19357;SLC2A4;0.126;16396496 
Q7TPJ0;SSR1;P19357;SLC2A4;0.126;16396496 
Q812C4;EIF4A1;P19357;SLC2A4;0.126;16396496 
Q7TSP3;ACAD9;P19357;SLC2A4;0.126;16396496 
Q7TPK5;EEF1B2L;P19357;SLC2A4;0.126;16396496 
Q91XL4;Q91XL4;P19357;SLC2A4;0.126;16396496 
Q8VHJ0;AHNAK;P19357;SLC2A4;0.126;16396496 
Q8R491;EHD3;P19357;SLC2A4;0.126;16396496 
Q8R490;CDH13;P19357;SLC2A4;0.126;16396496 
Q924S5;LONP1;P19357;SLC2A4;0.126;16396496 
Q8VHI8;BNIP1;P19357;SLC2A4;0.126;16396496 
Q8VHF5;CS;P19357;SLC2A4;0.126;16396496 
Q8R4A1;ERO1L;P19357;SLC2A4;0.126;16396496 
Q8VI04;ASRGL1;P19357;SLC2A4;0.126;16396496 
Q8VHV7;HNRNPH1;P19357;SLC2A4;0.126;16396496 
Q920J4;TXNL1;P19357;SLC2A4;0.126;16396496 
Q920A6;SCPEP1;P19357;SLC2A4;0.126;16396496 
Q91ZW6;TMLHE;P19357;SLC2A4;0.126;16396496 
Q91Y81;SEPT2;P19357;SLC2A4;0.126;16396496 
P18910;NPR1;P01161;NPPA;0.309;15117952 
P61169;DRD2;P18901;DRD1;0.21;19948956 
Q923V8;SEP15;P19357;SLC2A4;0.126;16396496 
Q924M6;AIFM1;P19357;SLC2A4;0.126;16396496 
Q920L2;SDHA;P19357;SLC2A4;0.126;16396496 
Q9WU82;CTNNB1;P19357;SLC2A4;0.126;16396496 
Q9EPC6;PFN2;P19357;SLC2A4;0.126;16396496 
Q6RUV5;RAC1;Q3KRE8;TUBB2B;0.21;8631991 
Q6RUV5;RAC1;P68370;TUBA1A;0.21;8631991 
Q6RUV5;RAC1;P09215;PRKCD;0.21;19356729 
Q6RUV5;RAC1;P63086;MAPK1;0.21;19356729 
Q9ES53;UFD1L;P19357;SLC2A4;0.126;16396496 
Q9EPB1;DPP7;P19357;SLC2A4;0.126;16396496 
Q99N27;SNX1;P19357;SLC2A4;0.126;16396496 
Q99NA5;IDH3A;P19357;SLC2A4;0.126;16396496 
P19490;GRIA1;P12368;PRKAR2A;0.21;19942860 
Q99PW3;NEU1;P19357;SLC2A4;0.126;16396496 
Q99PD4;ARPC1A;P19357;SLC2A4;0.126;16396496 
Q99NA6;IDH3B;P19357;SLC2A4;0.126;16396496 
Q9ES40;ARL6IP5;P19357;SLC2A4;0.126;16396496 
Q9EPJ3;MRPS26;P19357;SLC2A4;0.126;16396496 
Q9EQX9;UBE2N;P19357;SLC2A4;0.126;16396496 
Q9EPH8;PABPC1;P19357;SLC2A4;0.126;16396496 
Q9EQV6;TPP1;P19357;SLC2A4;0.126;16396496 
Q9EPV3;AIMP1;P19357;SLC2A4;0.126;16396496 
Q9ER34;ACO2;P19357;SLC2A4;0.126;16396496 
Q9ERR2;COMMD5;P19357;SLC2A4;0.126;16396496 
Q9ER30;KLHL41;P19357;SLC2A4;0.126;16396496 
Q9ERM8;SCAMP3;P19357;SLC2A4;0.126;16396496 
Q9ERF9;ACTR3;P19357;SLC2A4;0.126;16396496 
Q9R1J8;LEPRE1;P19357;SLC2A4;0.126;16396496 
Q9JHU5;ARFIP1;P19357;SLC2A4;0.126;16396496 
Q9JIJ7;DDX1;P19357;SLC2A4;0.126;16396496 
Q9JHB5;TSNAX;P19357;SLC2A4;0.126;16396496 
Q9HB97;PARVA;P19357;SLC2A4;0.126;16396496 
Q9JI85;NUCB2;P19357;SLC2A4;0.126;16396496 
Q9JHY2;SFXN3;P19357;SLC2A4;0.126;16396496 
Q9JHW5;VAMP7;P19357;SLC2A4;0.126;16396496 
Q9JHW0;PSMB7;P19357;SLC2A4;0.126;16396496 
Q9JLZ1;GLRX3;P19357;SLC2A4;0.126;16396496 
Q9JLJ3;ALDH9A1;P19357;SLC2A4;0.126;16396496 
Q9JLA3;UGGT1;P19357;SLC2A4;0.126;16396496 
Q9JJM9;SEPT5;P19357;SLC2A4;0.126;16396496 
Q9JK11;RTN4;P19357;SLC2A4;0.126;16396496 
Q9JLH7;CDK5RAP3;P19357;SLC2A4;0.126;16396496 
Q9JMJ4;PRPF19;P19357;SLC2A4;0.126;16396496 
Q9JMB5;ADRM1;P19357;SLC2A4;0.126;16396496 
Q9QZK5;HTRA1;P19357;SLC2A4;0.126;16396496 
Q9QUR2;DCTN4;P19357;SLC2A4;0.126;16396496 
Q9R063;PRDX5;P19357;SLC2A4;0.126;16396496 
Q9QZV8;MYH2;P19357;SLC2A4;0.126;16396496 
Q9QZM5;ABI1;P19357;SLC2A4;0.126;16396496 
Q9QZR6;SEPT9;P19357;SLC2A4;0.126;16396496 
Q9Z336;DYNLT1;P19357;SLC2A4;0.126;16396496 
Q9WVK7;HADH;P19357;SLC2A4;0.126;16396496 
Q9Z1P2;ACTN1;P19357;SLC2A4;0.126;16396496 
Q9WVK3;PECR;P19357;SLC2A4;0.126;16396496 
Q9WVC0;SEPT7;P19357;SLC2A4;0.126;16396496 
Q9WVB1;RAB6A;P19357;SLC2A4;0.126;16396496 
Q9Z1E1;FLOT1;P19357;SLC2A4;0.126;16396496 
Q9WVR3;INPPL1;P19357;SLC2A4;0.126;16396496 
Q9Z0V5;PRDX4;P19357;SLC2A4;0.126;16396496 
Q9Z0U8;HNRNPAB;P19357;SLC2A4;0.126;16396496 
Q9Z1A6;HDLBP;P19357;SLC2A4;0.126;16396496 
Q9Z0V6;PRDX3;P19357;SLC2A4;0.126;16396496 
Q9Z2X5;HOMER3;P19357;SLC2A4;0.126;16396496 
Q9Z1W6;MTDH;P19357;SLC2A4;0.126;16396496 
Q9Z1P2;ACTN1;P19024;KCNA5;0.21;17054951 
P19024;KCNA5;O88759;KCNS3;0.21;20876197 
P19024;KCNA5;O08623;SQSTM1;0.21;17699685 
P63142;KCNA2;P19024;KCNA5;0.21;20876197 
P51638;CAV3;P19024;KCNA5;0.376;15277200 
Q99376;TFRC;P19024;KCNA5;0.126;17054951 
Q63100;DYNC1I1;P19024;KCNA5;0.21;16051887 
Q62696;DLG1;P19024;KCNA5;0.376;15277200 
Q9Z2Q1;SEC31A;P19357;SLC2A4;0.126;16396496 
Q6AYH5;DCTN2;P19024;KCNA5;0.21;16051887 
Q9Z2L0;VDAC1;P19357;SLC2A4;0.126;16396496 
Q9Z1X1;ESYT1;P19357;SLC2A4;0.126;16396496 
P19490;GRIA1;P11275;CAMK2A;0.033;12536214 
P10608;ADRB2;P10608;ADRB2;0.236;19590495 
P12368;PRKAR2A;P10608;ADRB2;0.21;19942860 
P19491;GRIA2;P10608;ADRB2;0.21;19942860 
P62882;GNB5;P10608;ADRB2;0.21;19942860 
P10686;PLCG1;P10686;PLCG1;0.236;15764700 
P62994;GRB2;P10686;PLCG1;0.21;9281317 
Q63537;SYN2;P10686;PLCG1;0.569;15566963 
Q62623;CDC20;P10687;PLCB1;0.376;19347873 
Q63429;UBC;P10687;PLCB1;0.309;19347873 22871113 
P19139;CSNK2A1;O08984;LBR;0.309;8598227 
Q00960;GRIN2B;P19139;CSNK2A1;0.309;8940188 
P67874;CSNK2B;P19139;CSNK2A1;0.033;17309103 
Q03062;HES5;P19359;ASCL1;0.21;17006542 
P19490;GRIA1;P10608;ADRB2;0.507;19942860 
P19490;GRIA1;P07825;SYP;0.126;16338934 
Q62696;DLG1;P19490;GRIA1;0.376;12050163 
P97836;DLGAP1;P19490;GRIA1;0.126;10488079 
P62882;GNB5;P19490;GRIA1;0.21;19942860 
P19492;GRIA3;P19490;GRIA1;0.309;21317873 
Q63429;UBC;P19490;GRIA1;0.21;22405206 
Q07071;GCKR;P10860;GLUD1;0.126;16542652 
P26342;TGFBR3;P17246;TGFB1;0.033;11282024 
P49797;RGS3;P19491;GRIA2;0.309;15458844 
O88272;MMP23;O88272;MMP23;0.236;23300077 
Q8CGU4;AGAP2;P19491;GRIA2;0.454;21847098 
Q9JKS6;PCLO;P19490;GRIA1;0.126;10707984 
P19491;GRIA2;P19490;GRIA1;0.569;21317873 19942860 16338934 
Q63787;PIK3R1;P19491;GRIA2;0.21;15858065 
Q5FVC2;ARHGEF2;P19491;GRIA2;0.21;19208802 
Q505J9;ATAD1;P19491;GRIA2;0.507;21496646 
Q9Z254;GIPC1;P19491;GRIA2;0.309;15458844 
P19493;GRIA4;P19493;GRIA4;0.332;21317873 
P19492;GRIA3;P19491;GRIA2;0.309;21317873 
P97879;GRIP1;P19492;GRIA3;0.507;11891216 9647694 
P19492;GRIA3;P19492;GRIA3;0.332;21317871 
Q9QUL6;NSF;P19492;GRIA3;0.309;9697854 
Q9EP80;PICK1;P19492;GRIA3;0.731;11891216 10027300 
P19493;GRIA4;P19491;GRIA2;0.309;21317873 
Q9JI92;SDCBP;P19493;GRIA4;0.126;11891216 
P49185;MAPK8;P19493;GRIA4;0.236;18188153 
P68370;TUBA1A;O88339;EPN1;0.454;12750376 
P16599;TNF;O88321;PSMD4;0.236;17623297 
Q8R525;AP1G1;O88339;EPN1;0.21;10692452 
Q63429;UBC;P11167;SLC2A1;0.309;15359219 22871113 
P33568;RB1;O88350;RBBP9;0.376;9697699 
Q00959;GRIN2A;O88382;MAGI2;0.396;9694864 
P97837;DLGAP2;O88382;MAGI2;0.21;9694864 
P50617;DDN;O88382;MAGI2;0.507;16751601 
P11275;CAMK2A;O08984;LBR;0.309;8598227 
P31423;GRM4;P11275;CAMK2A;0.21;15494036 
P35400;GRM7;P11275;CAMK2A;0.21;15494036 
P97836;DLGAP1;O88382;MAGI2;0.623;9694864 
P62193;PSMC1;P11275;CAMK2A;0.155;20178748 
P62198;PSMC5;P11275;CAMK2A;0.396;19638347 20178748 
P62630;EEF1A1;O88382;MAGI2;0.309;10080919 
Q00959;GRIN2A;P11275;CAMK2A;0.376;11222640 11104776 
Q4KMA2;RAD23B;P11275;CAMK2A;0.236;20178748 
Q63053;ARC;P11275;CAMK2A;0.309;22579289 
Q63570;PSMC4;P11275;CAMK2A;0.155;20178748 
Q9Z1P2;ACTN1;P11275;CAMK2A;0.21;16120608 
Q8R4T5;GRASP;O88382;MAGI2;0.731;17396155 12586822 
P80204;TGFBR1;O88406;SMAD7;0.376;17347560 
P21708;MAPK3;P11442;CLTC;0.126;19935650 
Q63429;UBC;O88498;BCL2L11;0.21;21478148 
Q925A9;BCL2A1;O88498;BCL2L11;0.309;9731710 
P53563;BCL2L1;O88498;BCL2L11;0.309;9731710 
O88996;BCL2L2;O88498;BCL2L11;0.309;9731710 
P31016;DLG4;P11506;ATP2B2;0.126;11274188 
P11530;DMD;O35346;PTK2;0.21;16935300 
P49134;ITGB1;P11530;DMD;0.376;16935300 
P60711;ACTB;P11530;DMD;0.21;16935300 
P84060;DTNB;P11530;DMD;0.376;10545507 
Q10758;KRT8;P11530;DMD;0.126;15247274 
Q5M834;DTNBP1;P11530;DMD;0.21;11316798 
Q8K1P7;SMARCA4;D4ABC5;SS18;0.126;23540691 
Q8K1P7;SMARCA4;G3V612;OLIG2;0.21;23332759 
Q8K1P7;SMARCA4;Q4KLI0;SMARCB1;0.126;23540691 
Q8K3K1;USH2A;Q6PPF3;Q6PPF3;0.126;16301216 
Q8K430;KLHL17;P31016;DLG4;0.309;16054660 12063253 
Q8K430;KLHL17;Q63429;UBC;0.21;17062563 
Q9JJ40;PDZK1;Q8K430;KLHL17;0.659;16054660 
Q9QUH6;SYNGAP1;Q8K430;KLHL17;0.21;16054660 
P16599;TNF;O88550;CASP7;0.236;17623297 
Q8K4S7;CBLB;P84109;SORBS1;0.21;16919274 
Q8K4S7;CBLB;Q62844;FYN;0.21;9890970 
Q8K553;FLT3;P21708;MAPK3;0.126;19935650 
Q8CFG6;CACNA2D2;Q71SA3;THBS1;0.21;19818485 
Q8CFN2;CDC42;Q63787;PIK3R1;0.126;17024187 
Q8CFN2;CDC42;Q64303;PAK2;0.454;7592896 
P00185;CYP1A1;O88600;HSPA4;0.309;19401463 
P82995;HSP90AA1;P00185;CYP1A1;0.309;19401463 
P41350;CAV1;P11915;SCP2;0.126;15182174 
P21708;MAPK3;P11980;PKM;0.126;19935650 
O88582;SOCS2;O88582;SOCS2;0.236;16956890 
O88583;SOCS3;O88582;SOCS2;0.21;16956890 
P12390;CHRNB2;P09483;CHRNA4;0.61;20566638 
P20420;CHRNA5;P12390;CHRNB2;0.21;20566638 
Q05941;CHRNA7;P12390;CHRNB2;0.21;19176801 
P12392;CHRNB4;P09483;CHRNA4;0.507;20566638 
P12392;CHRNB4;P12390;CHRNB2;0.21;20566638 
P12392;CHRNB4;P12392;CHRNB4;0.236;20566638 
P20420;CHRNA5;P12392;CHRNB4;0.21;20566638 
O88600;HSPA4;B0K019;BAG1;0.21;16116448 
O88644;GRIFIN;O88644;GRIFIN;0.236;9786891 
O88658;KIF1B;O88382;MAGI2;0.21;12097473 
Q8CGU4;AGAP2;P19490;GRIA1;0.21;21847098 
Q62696;DLG1;O88658;KIF1B;0.21;12097473 
P31016;DLG4;O88658;KIF1B;0.21;12097473 
Q8CGU4;AGAP2;P97879;GRIP1;0.376;21847098 
Q8CGU4;AGAP2;Q63155;DCC;0.376;18469807 
Q8CGU6;NCSTN;B5DEH2;ERLIN2;0.507;22771797 
O88989;MDH1;O88767;PARK7;0.126;16854843 
P23385;GRM1;O88801;HOMER2;0.21;9808458 
P17325;JUN;P12841;FOS;0.21;16876161 
Q8CJH2;DAB1;B2GUZ5;CAPZA1;0.21;18076569 
Q8CJH2;DAB1;Q5XI32;CAPZB;0.21;18076569 
O88767;PARK7;O88767;PARK7;0.155;16854843 
Q99068;LRPAP1;P21708;MAPK3;0.126;19935650 
O88767;PARK7;O35142;COPB2;0.126;16854843 
O88767;PARK7;B3GNI6;SEPT11;0.126;16854843 
P04762;CAT;O88767;PARK7;0.126;16854843 
P45592;CFL1;O88767;PARK7;0.126;16854843 
P81795;EIF2S3;O88767;PARK7;0.126;16854843 
P62752;RPL23A;O88767;PARK7;0.126;16854843 
P04256;HNRNPA1;O88767;PARK7;0.126;16854843 
P08592;APP;P00763;PRSS2;0.309;8478942 
P37377;SNCA;O88767;PARK7;0.236;16854843 
P10719;ATP5B;O88767;PARK7;0.126;16854843 
P05197;EEF2;O88767;PARK7;0.126;16854843 
P0C5H9;MANF;O88767;PARK7;0.126;16854843 
P07632;SOD1;O88767;PARK7;0.126;16854843 
P08081;CLTA;O88767;PARK7;0.126;16854843 
P13084;NPM1;O88767;PARK7;0.126;16854843 
Q99376;TFRC;D3ZD48;RAB11FIP2;0.126;18984164 
P11442;CLTC;O88767;PARK7;0.126;16854843 
P35565;CANX;O88767;PARK7;0.126;16854843 
P24049;RPL17;O88767;PARK7;0.126;16854843 
P15205;MAP1B;O88767;PARK7;0.126;16854843 
P13086;SUCLG1;O88767;PARK7;0.126;16854843 
P18418;CALR;O88767;PARK7;0.126;16854843 
P16638;ACLY;O88767;PARK7;0.126;16854843 
P62630;EEF1A1;O88767;PARK7;0.126;16854843 
P47942;DPYSL2;O88767;PARK7;0.126;16854843 
P46462;VCP;O88767;PARK7;0.126;16854843 
P48500;TPI1;O88767;PARK7;0.126;16854843 
Q6IN36;WIPF1;P00884;ALDOB;0.21;16990791 
P61983;YWHAG;O88767;PARK7;0.126;16854843 
P61980;HNRNPK;O88767;PARK7;0.126;16854843 
P61354;RPL27;O88767;PARK7;0.126;16854843 
P60868;RPS20;O88767;PARK7;0.126;16854843 
P50878;RPL4;O88767;PARK7;0.126;16854843 
Q1M168;ATCAY;P13264;GLS;0.671;16899818 
P62919;RPL8;O88767;PARK7;0.126;16854843 
P62912;RPL32;O88767;PARK7;0.126;16854843 
P62909;RPS3;O88767;PARK7;0.126;16854843 
P62755;RPS6;O88767;PARK7;0.126;16854843 
P47196;AKT1;P13386;MS4A2;0.21;19356729 
Q07014;LYN;P13386;MS4A2;0.21;19356729 
P69897;TUBB5;O88767;PARK7;0.126;16854843 
P62898;CYCS;O88767;PARK7;0.126;16854843 
P62832;RPL23;O88767;PARK7;0.126;16854843 
P62853;RPS25;O88767;PARK7;0.126;16854843 
P69736;EDF1;O88767;PARK7;0.126;16854843 
P63102;YWHAZ;O88767;PARK7;0.126;16854843 
P63039;HSPD1;O88767;PARK7;0.126;16854843 
P63326;RPS10;O88767;PARK7;0.126;16854843 
P63159;HMGB1;O88767;PARK7;0.126;16854843 
P68136;ACTA1;O88767;PARK7;0.126;16854843 
P68370;TUBA1A;O88767;PARK7;0.126;16854843 
P68035;ACTC1;O88767;PARK7;0.126;16854843 
P67779;PHB;O88767;PARK7;0.126;16854843 
Q6P9V9;TUBA1B;O88767;PARK7;0.126;16854843 
Q05175;BASP1;O88767;PARK7;0.126;16854843 
P83732;RPL24;O88767;PARK7;0.126;16854843 
Q5M9I5;UQCRH;O88767;PARK7;0.126;16854843 
Q4KLL0;TCEA1;O88767;PARK7;0.126;16854843 
Q32PZ9;CCDC130;O88767;PARK7;0.126;16854843 
Q4QQS3;OSCP1;O88767;PARK7;0.126;16854843 
Q4KM49;YARS;O88767;PARK7;0.126;16854843 
Q4KM65;NUDT21;O88767;PARK7;0.126;16854843 
Q6P502;CCT3;O88767;PARK7;0.126;16854843 
Q6AY96;GTF2F1;O88767;PARK7;0.126;16854843 
Q66HD0;HSP90B1;O88767;PARK7;0.126;16854843 
Q5U2Q7;ETF1;O88767;PARK7;0.126;16854843 
Q5RJR8;LRRC59;O88767;PARK7;0.126;16854843 
Q64119;MYL6;O88767;PARK7;0.126;16854843 
Q5XI73;ARHGDIA;O88767;PARK7;0.126;16854843 
Q63610;TPM3;O88767;PARK7;0.126;16854843 
Q62785;PDAP1;O88767;PARK7;0.126;16854843 
Q7TPB1;CCT4;O88767;PARK7;0.126;16854843 
Q920M9;SIAH1;O88778;BSN;0.376;23403927 
Q91Y81;SEPT2;O88767;PARK7;0.126;16854843 
Q9WVC0;SEPT7;O88767;PARK7;0.126;16854843 
Q9QX74;SHANK2;O88778;BSN;0.126;21217644 
Q9JKS6;PCLO;O88778;BSN;0.126;10707984 
Q9JLU4;SHANK3;O88778;BSN;0.126;21217644 
Q9QZM5;ABI1;O88778;BSN;0.126;17304222 
Q9Z214;HOMER1;O88778;BSN;0.126;21217644 
Q63450;CAMK1;O88831;CAMKK2;0.309;16054096 
Q09137;PRKAA2;O88831;CAMKK2;0.309;16054096 
P62804;HIST4H4;O88846;RNF4;0.309;11319220 
Q499S5;MMP11;P13668;STMN1;0.376;16401721 
Q63787;PIK3R1;O88871;GABBR2;0.21;16890252 
P12346;TF;P01244;GH1;0.126;21195069 
Q4FZT6;Q4FZT6;O88846;RNF4;0.309;11319220 
Q00715;Q00715;O88846;RNF4;0.309;11319220 
Q63429;UBC;O88871;GABBR2;0.309;24114844 22871113 
P62198;PSMC5;O88871;GABBR2;0.21;24482233 
Q9ES73;MAGED1;P13852;PRNP;0.376;15911347 
P21708;MAPK3;P0DMW1;HSPA1B;0.126;19935650 
P35570;IRS1;O88900;GRB14;0.21;15924411 
Q63429;UBC;P14600;TACR1;0.21;16849335 
P21708;MAPK3;P14659;HSPA2;0.126;19935650 
Q9WVE9;ITSN1;P14668;ANXA5;0.126;16874303 
P14740;DPP4;P04937;FN1;0.309;19804410 
P16599;TNF;P02401;RPLP2;0.236;17623297 
P20689;MYLK2;P02600;MYL1;0.21;22564771 
Q63429;UBC;O88943;KCNQ2;0.309;17322297 22871113 
P15127;INSR;D4ABI7;D4ABI7;0.21;25687571 
P15127;INSR;O88900;GRB14;0.21;25687571 
P15127;INSR;P10686;PLCG1;0.21;11796522 
P35570;IRS1;P15127;INSR;0.21;15924411 
Q09137;PRKAA2;P15127;INSR;0.21;25687571 
Q63787;PIK3R1;P15127;INSR;0.21;11136729 
Q66H80;ARCN1;P15127;INSR;0.21;25687571 
Q9WV78;PLVAP;P15127;INSR;0.21;25687571 
Q99M75;RTN4R;P07174;NGFR;0.21;15527766 
Q99M88;Q99M88;P16599;TNF;0.236;17623297 
P15207;AR;P12841;FOS;0.033;9211894 
P17325;JUN;P15207;AR;0.033;9211894 
Q99P97;HDAC6;Q62623;CDC20;0.21;19167333 
Q68SB1;STAU2;O88984;NXF1;0.376;15970630 
P46462;VCP;P0C627;UBXN2B;0.454;17141156 
P37361;MT3;P02767;TTR;0.126;20646067 
P15337;CREB1;P0DMW0;HSPA1A;0.21;16207717 
P15337;CREB1;P0DMW1;HSPA1B;0.21;16207717 
P15384;KCNA3;O88272;MMP23;0.126;23300077 
P31016;DLG4;P15385;KCNA4;0.21;9786987 
P15387;KCNB1;O88759;KCNS3;0.21;20876197 
P32851;STX1A;P15387;KCNB1;0.376;22411134 
P61959;SUMO2;P15387;KCNB1;0.309;21518833 
P63142;KCNA2;P15387;KCNB1;0.21;20876197 
P63281;UBE2I;P15387;KCNB1;0.309;21518833 
Q5I0H3;SUMO1;P15387;KCNB1;0.309;21518833 
Q5XIF4;SUMO3;P15387;KCNB1;0.309;21518833 
Q63429;UBC;O89038;MEF2D;0.21;16112871 
P29994;ITPR1;B5DEH2;ERLIN2;0.21;17502376 
Q4QRB4;TUBB3;O89046;CORO1B;0.126;16946709 
P29994;ITPR1;P16086;SPTAN1;0.376;14593108 
P46462;VCP;P29994;ITPR1;0.21;16103111 
Q01728;SLC8A1;P29994;ITPR1;0.376;14593108 
P85970;ARPC2;O89046;CORO1B;0.376;17350576 
Q6P7A2;UBE4A;P29994;ITPR1;0.21;16103111 
Q9ES53;UFD1L;P29994;ITPR1;0.21;16103111 
Q99P99;HDAC4;O89038;MEF2D;0.21;22357862 
P31000;VIM;P15684;ANPEP;0.21;9305626 
P70615;LMNB1;P15684;ANPEP;0.21;9305626 
Q00959;GRIN2A;P15791;CAMK2D;0.309;12147342 
Q8VHW5;CACNG8;P19490;GRIA1;0.21;24418105 
Q8VHW5;CACNG8;P19491;GRIA2;0.21;24418105 
Q8VHW5;CACNG8;P63100;PPP3R1;0.376;24418105 
Q8VHW5;CACNG8;P68370;TUBA1A;0.21;24418105 
Q8VHZ8;DSCAM;Q63155;DCC;0.126;18585357 
P62332;ARF6;P16970;ABCD3;0.126;19686593 
Q9JJK4;PEX3;P62332;ARF6;0.126;19686593 
P63142;KCNA2;P62483;KCNAB2;0.21;10624965 
Q923U9;SLC40A1;P62483;KCNAB2;0.702;10477520 
P54645;PRKAA1;P0C8E4;MAP3K7;0.21;20615388 
P47196;AKT1;P26817;ADRBK1;0.569;16142243 
P62494;RAB11A;D3ZD48;RAB11FIP2;0.21;18984164 
P70569;MYO5B;P62494;RAB11A;0.376;18984164 
Q4KMA2;RAD23B;P0CD94;P0CD94;0.236;20178748 
Q63009;PRMT1;P27049;BTG2;0.309;9642256 
P62632;EEF1A2;P21708;MAPK3;0.126;19935650 
Q4KMA2;RAD23B;P15999;ATP5A1;0.236;20178748 
Q04666;HES1;P27008;PARP1;0.236;15607978 
Q00960;GRIN2B;P16086;SPTAN1;0.126;9670010 
Q01728;SLC8A1;P16086;SPTAN1;0.376;14593108 
Q9JLU4;SHANK3;P16086;SPTAN1;0.21;23897824 
Q9Z1P2;ACTN1;P16086;SPTAN1;0.21;11274145 
P84245;H3F3B;P27008;PARP1;0.126;15607978 
P62804;HIST4H4;P27008;PARP1;0.126;15607978 
Q63237;FGFR2;P61149;FGF1;0.309;16709412 
P27008;PARP1;P13084;NPM1;0.126;15607978 
P27008;PARP1;P11275;CAMK2A;0.126;15607978 
P62738;ACTA2;P16599;TNF;0.236;17623297 
Q9JIL8;RAD50;P27008;PARP1;0.126;15607978 
P16290;PGAM2;P04642;LDHA;0.21;19427860 
